key,energy,liveliness,tempo,speechiness,acousticness,instrumentalness,time_signature,duration,loudness,valence,danceability,mode,time_signature_confidence,tempo_confidence,key_confidence,mode_confidence,moods,genres
0.0,0.8509869999999999,0.782342,91.943,0.275903,0.7593719999999999,0.0,1.0,4.0,330.88,-3.823,0.758228,0.7167549999999999,0.6000000000000001,0.501,0.486,0.961,"introspective,funky",rap
2.0,0.547544,0.22294899999999998,123.038,0.040146,0.07951599999999999,0.001609,0.0,4.0,325.24,-10.587,0.42595000000000005,0.584754,0.446,0.521,0.34900000000000003,0.981,trippy,rock
8.0,0.365565,0.08340499999999999,109.261,0.039353,0.33919299999999997,0.013430000000000001,0.0,4.0,439.10667,-13.164,0.956079,0.850803,0.0,0.201,0.781,1.0,"funky,warm",dance
0.0,0.721401,0.102504,121.998,0.042697,0.018335999999999998,0.837125,1.0,4.0,384.54544,-8.965,0.5070600000000001,0.7965829999999999,0.526,0.51,0.843,1.0,"energetic,cold,visceral,nocturnal",dance
7.0,0.833185,0.078544,129.961,0.029914,0.027417999999999998,0.000522,0.0,4.0,228.04,-5.884,0.678967,0.745197,0.272,0.422,0.91,1.0,"energetic,cold",dance
0.0,0.672508,0.28338599999999997,122.438,0.031494,0.422778,0.8408209999999999,1.0,4.0,477.85333,-5.425,0.40882799999999997,0.554619,0.21,0.367,0.114,0.645,"sprightly,seductive,nocturnal",jazz
2.0,0.6855749999999999,0.087764,95.88,0.35024000000000005,0.276463,4.9999999999999996e-06,1.0,4.0,212.2,-3.372,0.665763,0.863238,0.439,0.562,0.548,1.0,"introspective,funky",rap
9.0,0.05688000000000001,0.648524,107.188,0.039485,0.991173,0.8926449999999999,1.0,4.0,546.55252,-28.572,0.240578,0.48278000000000004,0.40700000000000003,0.30000000000000004,0.165,0.625,"classy,warm",jazz
5.0,0.369726,0.127335,80.425,0.032833,0.792281,0.138493,0.0,4.0,180.09333,-20.904,0.7869,0.54147,0.11900000000000001,0.183,0.325,1.0,"classy,campy",jazz
9.0,0.9602489999999999,0.962306,207.49,0.050373,0.000654,0.005501,1.0,4.0,106.26667,-13.978,0.5544800000000001,0.18873299999999998,0.512,0.352,0.156,1.0,"angsty,aggressive,trashy",rock
9.0,0.681229,0.09653099999999999,124.956,0.18928199999999998,0.536499,0.0,0.0,4.0,271.73333,-8.612,0.688797,0.779214,0.528,0.382,0.6960000000000001,1.0,"funky,mellow",rap
0.0,0.9003300000000001,0.301757,117.677,0.049815,4.9999999999999996e-06,0.842413,1.0,4.0,256.02667,-8.135,0.60582,0.604874,1.0,0.853,0.96,1.0,cold,rock
8.0,0.946413,0.182924,107.494,0.105307,8.800000000000001e-05,0.5386700000000001,1.0,4.0,235.67673,-3.302,0.457439,0.522281,0.626,0.598,0.838,0.995,aggressive,rock
5.0,0.27089599999999997,0.09707,144.067,0.035675,0.988278,0.9406,1.0,4.0,167.09333,-20.956,0.774103,0.417485,0.878,0.52,0.105,0.865,sprightly,jazz
0.0,0.5428379999999999,0.10180199999999999,82.614,0.031487,0.038370999999999995,0.033463,1.0,4.0,260.18667,-8.742,0.552523,0.36717099999999997,0.599,0.671,0.07100000000000001,0.972,"classy,nocturnal",jazz
5.0,0.362197,0.110778,117.342,0.057470999999999994,0.822465,0.058698999999999994,0.0,4.0,385.88,-13.312,0.48211000000000004,0.572306,0.0,0.0,0.515,0.07200000000000001,classy,jazz
11.0,0.587206,0.196513,113.029,0.037537,0.646421,0.0,0.0,4.0,231.46667,-5.191,0.803789,0.817203,0.788,0.6940000000000001,0.463,0.995,"trashy,sexual",rap
5.0,0.318773,0.11151000000000001,123.999,0.203863,0.0073939999999999995,0.831456,1.0,4.0,435.46,-12.468,0.511173,0.9620909999999999,0.668,0.505,0.735,1.0,nocturnal,dance
5.0,0.347831,0.709685,103.851,0.247552,0.96362,0.000139,1.0,1.0,184.29333,-13.284,0.468209,0.38889,0.58,0.526,0.081,0.42,sprightly,rock
10.0,0.778585,0.12792599999999998,129.953,0.046994,0.34901000000000004,0.9007449999999999,1.0,4.0,223.50499,-4.036,0.32082299999999997,0.7538300000000001,0.202,0.21,0.41300000000000003,0.887,"visceral,aggressive,rowdy",dance
5.0,0.596928,0.135291,108.611,0.046722,0.80434,0.031656,1.0,4.0,231.82667,-12.009,0.703226,0.394708,0.245,0.229,0.428,0.47600000000000003,"classy,campy",jazz
7.0,0.848372,0.100395,120.619,0.065313,4.9999999999999996e-06,0.836629,1.0,4.0,258.04,-9.042,0.31201799999999996,0.584942,0.021,0.386,0.767,0.91,"cold,aggressive",rock
4.0,0.566535,0.620649,103.8,0.055500999999999995,0.489062,0.7437239999999999,1.0,3.0,153.69333,-9.268,0.125451,0.357749,0.445,0.515,0.135,0.855,raw,rock
6.0,0.7119700000000001,0.110152,120.755,0.042408,0.0011409999999999999,0.896331,1.0,4.0,500.85333,-10.29,0.35368099999999997,0.6224400000000001,0.382,0.421,0.8200000000000001,0.8290000000000001,"energetic,cold",dance
0.0,0.510321,0.064403,155.549,0.036840000000000005,0.432635,0.0013319999999999999,1.0,4.0,332.72,-12.494,0.474547,0.6076659999999999,0.241,0.318,0.107,0.9480000000000001,"funky,warm",jazz
5.0,0.962058,0.36557599999999996,114.702,0.084575,0.779485,0.000193,1.0,4.0,140.64327,-6.223,0.377417,0.449281,0.547,0.523,0.682,0.8240000000000001,"cocky,trashy,rowdy",rock
11.0,0.9519949999999999,0.6146769999999999,166.419,0.053231999999999995,0.000358,0.40571599999999997,0.0,4.0,142.64,-1.983,0.5345219999999999,0.296191,0.929,0.8290000000000001,0.5710000000000001,0.997,"angsty,rowdy,raw",rock
7.0,0.268137,0.120359,129.777,0.035212,0.790708,0.736742,1.0,4.0,391.86286,-13.88,0.21861599999999998,0.513122,0.795,0.601,0.108,0.9400000000000001,mellow,jazz
0.0,0.886363,0.104764,86.08,0.049468,0.00487,4.8e-05,1.0,4.0,85.03955,-6.763,0.598316,0.509707,0.643,0.492,0.061,1.0,"celebratory,campy,lush",dance
6.0,0.113469,0.43327099999999996,196.904,0.9603100000000001,0.40399799999999997,0.0,1.0,3.0,59.93492,-23.534,0.6356149999999999,0.597924,0.0,0.163,0.083,1.0,mellow,rap
10.0,0.729158,0.051625,133.948,0.223329,0.015988,0.0,0.0,4.0,213.37333,-5.318,0.8155939999999999,0.899258,0.746,0.723,0.454,1.0,"cocky,visceral",dance
11.0,0.698437,0.087362,181.839,0.068551,0.000543,0.502996,0.0,4.0,323.6,-9.738,0.463843,0.663565,0.355,0.47500000000000003,0.055,1.0,funky,rap
0.0,0.363518,0.299282,129.937,0.061301999999999995,0.10867199999999999,0.020553,0.0,4.0,255.58667,-7.111,0.570699,0.8623139999999999,0.588,0.588,0.769,0.989,"energetic,cold,nocturnal",dance
0.0,0.522427,0.140456,88.173,0.026853,0.0053809999999999995,1.9e-05,1.0,4.0,314.35755,-12.783,0.458377,0.484251,0.724,0.501,0.007,0.908,"cocky,aggressive,trashy",rock
1.0,0.5391589999999999,0.14349399999999998,141.456,0.045315,0.13814,2e-06,0.0,4.0,440.98667,-11.081,0.615748,0.412124,0.539,0.627,0.369,0.774,cocky,rap
1.0,0.087909,0.105108,88.318,0.032999,0.9110849999999999,0.787202,1.0,3.0,275.13333,-16.257,0.10728000000000001,0.286138,0.357,0.519,0.0,0.934,"funky,warm",jazz
7.0,0.8651449999999999,0.47644899999999996,128.874,0.125187,0.0018349999999999998,0.026133,1.0,4.0,366.34667,-6.545,0.522801,0.782005,0.705,0.647,0.458,1.0,cold,dance
4.0,0.6870149999999999,0.7992619999999999,114.734,0.032631,0.094886,0.779127,1.0,4.0,415.64,-10.838,0.6587879999999999,0.763342,0.616,0.113,0.793,1.0,"hypnotic,funky,spacey",rap
0.0,0.889798,0.08309699999999999,136.939,0.177139,0.056131999999999994,0.0027029999999999997,1.0,4.0,177.44,-5.524,0.7278519999999999,0.714556,0.887,0.619,0.8130000000000001,0.601,"cold,nocturnal",rock
2.0,0.5978829999999999,0.293051,126.07,0.086738,0.604873,0.0,0.0,4.0,354.54667,-10.453,0.530844,0.5955239999999999,0.439,0.428,0.772,1.0,cocky,rap
10.0,0.806607,0.380723,95.8,0.37703899999999996,0.16095399999999999,0.0,0.0,4.0,241.8,-7.101,0.5347379999999999,0.452849,0.742,0.631,0.149,1.0,cocky,rap
11.0,0.796661,0.295494,172.641,0.08001899999999999,0.000101,0.0,0.0,4.0,150.73306,-12.294,0.478757,0.307732,0.0,0.13,0.463,0.9480000000000001,"angsty,aggressive,trashy,visceral,raw",rock
7.0,0.22833,0.843169,91.901,0.040045,0.6816979999999999,0.531366,1.0,3.0,570.66667,-20.393,0.22508699999999998,0.403375,0.875,0.908,0.381,0.293,trippy,rock
3.0,0.802883,0.343702,111.295,0.048031,0.729696,0.017207999999999998,1.0,4.0,171.53274,-7.094,0.8885529999999999,0.611274,0.222,0.356,0.853,0.983,"happy,sprightly",jazz
2.0,0.9896419999999999,0.095524,144.371,0.123375,2.4e-05,0.055847,0.0,4.0,217.97333,-7.035,0.108748,0.41224299999999997,0.016,0.0,0.732,0.669,"energetic,aggressive,visceral",rock
7.0,0.545987,0.087597,100.05,0.029658,0.005843999999999999,0.8855489999999999,1.0,4.0,384.19737,-13.969,0.209171,0.324968,0.911,0.728,0.187,1.0,hypnotic,dance
3.0,0.723447,0.341082,144.966,0.040598999999999996,0.010367999999999999,0.0,0.0,4.0,267.34481,-4.545,0.454447,0.514199,0.548,0.486,0.252,1.0,"aggressive,visceral",dance
2.0,0.789125,0.11419699999999999,154.492,0.059773,0.682302,0.006095,1.0,4.0,136.89333,-9.517,0.8252379999999999,0.5123329999999999,0.921,0.622,0.445,1.0,trippy,rock
11.0,0.391964,0.049845999999999994,128.096,0.19944199999999998,0.238361,0.139866,0.0,4.0,203.51955,-15.337,0.5980289999999999,0.724142,0.23800000000000002,0.48,0.926,0.993,energetic,dance
8.0,0.8561909999999999,0.9062969999999999,150.053,0.030248999999999998,0.057691,2e-06,0.0,4.0,258.14667,-9.409,0.756277,0.526118,0.075,0.182,0.728,1.0,"celebratory,lush",dance
9.0,0.702148,0.974105,144.509,0.085917,0.114746,1.1000000000000001e-05,1.0,4.0,176.97333,-13.144,0.83033,0.604375,0.749,0.754,0.775,0.58,celebratory,rock
9.0,0.493843,0.102047,85.517,0.034651,0.967954,0.7482639999999999,0.0,4.0,161.90667,-12.083,0.538002,0.49698899999999996,0.41300000000000003,0.467,0.767,0.917,"classy,sprightly",jazz
9.0,0.918898,0.518864,91.36,0.06547,0.017615,0.009427999999999999,0.0,4.0,173.01002,-5.734,0.33819099999999996,0.37754699999999997,0.14300000000000002,0.27,0.11800000000000001,1.0,"aggressive,raw",rock
2.0,0.944029,0.290216,121.373,0.18245899999999998,0.138523,0.014032,1.0,4.0,253.65478,-5.53,0.702032,0.800596,0.774,0.6900000000000001,0.902,0.833,"celebratory,campy,lush",dance
2.0,0.958545,0.311822,95.082,0.23366399999999998,0.037822,0.0,1.0,4.0,214.70667,-2.726,0.515772,0.7286349999999999,0.40800000000000003,0.313,0.618,1.0,"cocky,visceral",rap
2.0,0.889485,0.279877,131.885,0.19817099999999999,0.0013369999999999999,1.2e-05,1.0,4.0,72.66667,-3.983,0.8895839999999999,0.444148,0.376,0.195,0.055,1.0,"energetic,angsty,aggressive,trashy",rock
1.0,0.6009639999999999,0.148563,93.065,0.20142000000000002,0.009973,0.0,1.0,4.0,211.85333,-10.785,0.8294769999999999,0.7994479999999999,0.289,0.213,0.65,1.0,funky,rap
1.0,0.7989100000000001,0.130863,92.188,0.292742,0.267438,0.0,0.0,4.0,160.52245,-4.814,0.8356129999999999,0.668331,0.75,0.537,0.383,1.0,spacey,rap
5.0,0.71687,0.135457,100.188,0.085655,0.11884499999999999,0.00037299999999999996,0.0,4.0,250.36,-5.121,0.764717,0.859053,0.201,0.435,0.639,1.0,"trashy,sexual",rap
8.0,0.49502399999999996,0.229517,131.168,0.033169,0.252648,0.844692,1.0,4.0,266.56508,-9.109,0.660924,0.675657,0.357,0.445,0.359,1.0,warm,jazz
3.0,0.5643,0.32159899999999997,173.769,0.12800799999999998,0.791758,0.004626,1.0,4.0,623.28,-9.221,0.607514,0.48122299999999996,0.117,0.343,0.10200000000000001,0.869,"funky,warm",jazz
2.0,0.970248,0.11116799999999999,105.105,0.14921,0.048109,9.300000000000001e-05,1.0,4.0,350.4,-6.909,0.33844599999999997,0.43756000000000006,0.209,0.391,0.513,1.0,rowdy,rock
1.0,0.539078,0.11377899999999999,82.852,0.040292999999999995,0.024019,0.029713999999999997,1.0,4.0,494.65469,-10.126,0.770828,0.8281529999999999,0.47100000000000003,0.47000000000000003,0.503,0.9550000000000001,"funky,warm",dance
9.0,0.712518,0.963529,132.773,0.067394,0.749599,0.0014629999999999999,1.0,4.0,262.4,-9.681000000000001,0.77083,0.45838000000000007,0.5670000000000001,0.517,0.122,0.676,celebratory,rock
4.0,0.8566900000000001,0.233619,95.613,0.097776,0.023606,1e-06,1.0,4.0,316.86667,-13.536,0.512212,0.555017,0.336,0.309,0.245,0.797,"energetic,raw",rock
0.0,0.5633469999999999,0.089918,120.526,0.029386,0.693442,0.932265,1.0,4.0,392.32,-8.434,0.306355,0.482614,0.17500000000000002,0.384,0.41400000000000003,0.925,classy,jazz
1.0,0.578463,0.16486499999999998,117.57,0.035754999999999995,0.743003,0.7253259999999999,1.0,4.0,236.10667,-8.533,0.8696919999999999,0.684439,0.0,0.105,0.653,0.866,classy,jazz
0.0,0.739748,0.784377,139.43,0.056573,0.11358299999999999,0.01574,1.0,4.0,145.66621,-10.072,0.688024,0.493735,1.0,0.787,0.403,0.981,rowdy,rock
4.0,0.5778249999999999,0.1374,83.222,0.426017,0.019565,0.0,0.0,4.0,447.02667,-8.341,0.563618,0.8406359999999999,0.558,0.5,0.23900000000000002,1.0,mellow,rap
8.0,0.531986,0.278481,137.057,0.043373999999999996,0.489332,0.789331,1.0,4.0,609.56,-14.765,0.7009409999999999,0.529983,0.674,0.5760000000000001,0.63,0.799,classy,jazz
0.0,0.873784,0.062229,129.606,0.032249,0.001021,0.238195,1.0,4.0,482.09333,-7.293,0.50517,0.638707,0.299,0.431,0.8240000000000001,1.0,"funky,warm",dance
8.0,0.9220700000000001,0.15661,135.971,0.052953,0.040150000000000005,0.19354000000000002,1.0,4.0,338.0,-7.715,0.861722,0.678891,0.745,0.454,0.849,1.0,"funky,energetic",dance
9.0,0.47808799999999996,0.422336,106.085,0.079119,0.7453489999999999,0.000274,1.0,4.0,274.61333,-9.624,0.704996,0.720645,0.677,0.554,0.744,0.786,"happy,earthy,trippy",rock
8.0,0.945932,0.6738109999999999,126.046,0.064459,0.00014000000000000001,0.718285,1.0,4.0,399.16,-6.471,0.10373199999999999,0.622572,0.405,0.386,0.936,0.8200000000000001,"energetic,visceral,motivational",dance
2.0,0.18634099999999998,0.062234,118.287,0.033509,0.532906,0.644166,0.0,4.0,258.30667,-21.466,0.361467,0.552528,0.579,0.679,0.521,0.987,mellow,jazz
0.0,0.813029,0.079959,121.395,0.051545,0.26718000000000003,0.000708,0.0,4.0,342.53333,-7.184,0.7907679999999999,0.56711,0.547,0.594,0.799,0.997,"celebratory,campy,lush",dance
11.0,0.577981,0.07907299999999999,104.369,0.0328,0.404729,0.152472,0.0,4.0,437.70667,-15.475,0.5999329999999999,0.342621,0.623,0.47100000000000003,0.313,0.751,"trippy,lush",jazz
5.0,0.726395,0.162897,90.006,0.048702999999999996,0.071864,0.0020889999999999997,0.0,4.0,261.13333,-6.805,0.704006,0.704206,0.595,0.533,0.281,1.0,"funky,classy,nocturnal",rap
8.0,0.271261,0.057636,87.943,0.07052599999999999,0.013993,0.0,1.0,4.0,327.90667,-15.805,0.49377099999999996,0.774258,0.0,0.186,0.30000000000000004,1.0,mellow,jazz
7.0,0.976464,0.25165899999999997,155.075,0.136881,0.046970000000000005,0.001024,1.0,4.0,128.06667,-4.765,0.515112,0.24551499999999998,0.778,0.682,0.605,0.99,energetic,rock
4.0,0.884106,0.219987,109.924,0.203041,0.000479,0.118264,0.0,4.0,236.52,-5.017,0.47732399999999997,0.597594,0.705,0.507,0.838,1.0,"visceral,motivational",dance
0.0,0.45932199999999995,0.045595,135.704,0.087062,0.874759,2e-06,1.0,4.0,187.33333,-9.143,0.7744749999999999,0.705214,0.6000000000000001,0.626,0.313,0.797,sprightly,rock
1.0,0.6184919999999999,0.161167,94.532,0.291703,0.454489,0.0,0.0,4.0,185.56,-8.609,0.7907689999999999,0.8534309999999999,0.0,0.115,0.719,1.0,funky,rap
1.0,0.366905,0.376198,198.147,0.049491999999999994,0.009294,0.8602609999999999,0.0,4.0,217.0771,-17.477,0.378331,0.151991,0.255,0.496,0.091,0.0,"hypnotic,cold",rock
5.0,0.652216,0.359022,104.965,0.22505599999999998,0.075143,0.0,0.0,4.0,235.18667,-4.49,0.6602589999999999,0.76173,0.453,0.437,0.531,0.9580000000000001,"energetic,motivational",rap
6.0,0.532015,0.061859,93.352,0.29084099999999996,0.068966,0.0,1.0,4.0,257.49333,-12.841,0.877537,0.925882,0.902,0.641,0.76,1.0,rowdy,rap
3.0,0.485021,0.093834,100.211,0.15503899999999998,0.085949,0.22011399999999998,0.0,4.0,421.05333,-11.794,0.540634,0.8798229999999999,0.531,0.17200000000000001,0.34500000000000003,1.0,"soothing,mellow",rap
5.0,0.723335,0.099372,113.121,0.038186,0.023246,0.044106,1.0,4.0,415.46667,-9.235,0.9314300000000001,0.7055100000000001,0.0,0.0,0.964,1.0,"celebratory,campy,lush",dance
10.0,0.289545,0.095595,75.205,0.036902,0.9681600000000001,4.9999999999999996e-06,1.0,3.0,229.38227,-14.798,0.129386,0.190025,0.786,0.378,0.20500000000000002,0.639,"classy,lush",jazz
2.0,0.639122,0.129827,103.147,0.035227,0.561792,0.017536,0.0,4.0,244.78667,-12.091,0.410244,0.39019499999999996,0.432,0.47600000000000003,0.007,0.08,"classy,sprightly,mellow,lush",jazz
10.0,0.588008,0.14560399999999998,88.915,0.373455,0.41423099999999996,4.8e-05,1.0,4.0,257.65333,-8.651,0.553431,0.777243,0.339,0.243,0.094,0.984,cocky,rap
11.0,0.470031,0.220599,99.992,0.036430000000000004,0.000864,0.706948,1.0,4.0,264.93388,-12.558,0.568442,0.59779,0.425,0.34700000000000003,0.459,1.0,funky,rap
8.0,0.980551,0.38594599999999996,108.071,0.053071,0.016891,0.0,1.0,4.0,160.97333,-2.5380000000000003,0.554511,0.548199,0.525,0.585,0.434,0.928,"energetic,angsty,rowdy",rock
7.0,0.628108,0.6444059999999999,140.125,0.034901,0.28768000000000005,0.004859,1.0,4.0,247.26667,-8.257,0.520585,0.33751899999999996,0.713,0.662,0.464,0.927,trippy,rock
8.0,0.6778649999999999,0.08308,138.035,0.053092999999999994,0.000488,0.905397,0.0,4.0,432.50744,-9.446,0.204482,0.736761,0.255,0.192,0.8140000000000001,0.35100000000000003,hypnotic,dance
2.0,0.928481,0.097218,98.118,0.060524999999999995,2.6000000000000002e-05,0.0061259999999999995,1.0,4.0,285.10667,-5.408,0.5852269999999999,0.41284299999999996,0.643,0.486,0.231,0.891,"spacey,hypnotic,mellow",rock
7.0,0.9359839999999999,0.07142699999999999,144.362,0.053522,0.00036,0.13902699999999998,1.0,4.0,314.06667,-7.181,0.469753,0.42297399999999996,0.545,0.41500000000000004,0.834,0.98,"cocky,aggressive",rock
5.0,0.46063499999999996,0.174086,93.335,0.034649,0.7022309999999999,0.155518,1.0,4.0,407.37333,-12.789,0.7304200000000001,0.573109,0.527,0.631,0.081,0.841,"classy,warm",jazz
10.0,0.6701269999999999,0.09601599999999999,170.002,0.056415,0.019101999999999997,0.871014,1.0,4.0,294.76526,-6.123,0.065079,0.562568,0.262,0.388,0.5710000000000001,0.888,"seductive,nocturnal,lush",dance
4.0,0.516759,0.09122899999999999,139.516,0.034246,0.8903500000000001,0.933156,1.0,4.0,142.72,-11.032,0.768995,0.590862,0.482,0.41600000000000004,0.724,1.0,sprightly,rock
5.0,0.435837,0.067633,120.161,0.032258999999999996,0.433237,1.3000000000000001e-05,1.0,4.0,248.53333,-11.22,0.151648,0.432245,0.749,0.687,0.169,1.0,"happy,warm,mellow",rock
4.0,0.9698479999999999,0.077482,127.999,0.066914,0.000108,0.7552709999999999,0.0,4.0,275.62499,-4.315,0.108372,0.5852149999999999,0.138,0.157,0.928,1.0,"visceral,aggressive,rowdy",dance
8.0,0.20668000000000003,0.103097,96.472,0.264888,0.845534,0.0,1.0,4.0,236.2771,-20.615,0.814105,0.708158,0.649,0.722,0.874,0.835,sweet,rock
7.0,0.770342,0.08368099999999999,90.944,0.203868,0.16533699999999998,0.0,1.0,4.0,268.86667,-6.181,0.7115900000000001,0.7381409999999999,0.369,0.484,0.301,1.0,funky,rap
2.0,0.689128,0.030417999999999997,97.09,0.141864,0.027919,0.0,1.0,4.0,248.10667,-6.746,0.846124,0.915188,0.252,0.375,0.544,1.0,funky,rap
5.0,0.21048899999999998,0.697668,98.408,0.034461,0.924244,0.9090900000000001,1.0,4.0,277.62667,-12.422,0.077984,0.291167,0.28200000000000003,0.41500000000000004,0.0,0.961,soothing,jazz
7.0,0.924221,0.461891,91.208,0.131094,0.050646,1e-06,1.0,4.0,284.98667,-3.436,0.427195,0.456374,0.47400000000000003,0.316,0.215,0.873,"classy,seductive,mellow,lush",jazz
4.0,0.9882719999999999,0.797562,112.361,0.253446,0.36441799999999996,0.817843,1.0,4.0,223.48,-3.68,0.12389399999999999,0.18683000000000002,0.28700000000000003,0.295,0.317,0.459,trippy,rock
7.0,0.552361,0.118132,102.157,0.09172000000000001,0.741161,0.616433,1.0,4.0,128.31451,-11.102,0.9175639999999999,0.771376,0.554,0.732,0.542,0.923,"classy,sprightly,mellow,lush",jazz
1.0,0.692603,0.09752799999999999,121.219,0.029921,0.43502199999999996,0.30386799999999997,1.0,4.0,301.08,-4.941,0.332354,0.581064,0.20700000000000002,0.33,0.101,0.758,"sprightly,seductive,nocturnal",jazz
7.0,0.983297,0.179304,96.001,0.17127199999999998,0.34834499999999996,0.000461,1.0,4.0,545.56,-2.759,0.6053029999999999,0.55291,0.338,0.299,0.6000000000000001,0.76,"energetic,visceral",dance
2.0,0.42506299999999997,0.042936999999999996,197.674,0.288329,0.33774499999999996,2e-05,1.0,4.0,203.50667,-10.850999999999999,0.6108549999999999,0.48389299999999996,0.136,0.312,0.08,1.0,"energetic,cold",rock
9.0,0.585536,0.317055,118.221,0.036243,0.023592,0.810032,1.0,4.0,122.48,-13.841,0.970252,0.647772,0.772,0.718,0.836,1.0,raw,rock
8.0,0.273286,0.24691000000000002,58.905,0.027729,0.877497,0.081729,1.0,5.0,180.08816,-12.911,0.102964,0.33953099999999997,0.506,0.389,0.076,0.373,soothing,jazz
0.0,0.624258,0.06794599999999999,104.986,0.040403,0.00032,0.856018,1.0,4.0,322.24653,-8.854,0.681014,0.71423,0.322,0.548,0.878,1.0,"hypnotic,spacey",dance
0.0,0.395061,0.117307,141.096,0.079946,0.9514119999999999,0.9002859999999999,1.0,4.0,462.8,-14.569,0.557501,0.320969,0.741,0.769,0.036000000000000004,0.47500000000000003,"trippy,lush",jazz
7.0,0.818495,0.094555,197.257,0.393557,0.004220000000000001,4.9999999999999996e-06,1.0,4.0,238.04,-5.018,0.5983900000000001,0.6072700000000001,0.801,0.6990000000000001,0.124,1.0,funky,rap
0.0,0.702627,0.112453,126.99,0.12632000000000002,0.229099,0.004340999999999999,1.0,4.0,180.36163,-7.476,0.571352,0.789894,0.659,0.545,0.862,1.0,energetic,dance
7.0,0.8839079999999999,0.32823399999999997,101.89,0.07212099999999999,0.144758,0.319729,1.0,4.0,245.97333,-6.55,0.828182,0.614522,0.497,0.518,0.854,1.0,"happy,earthy,trippy",rock
1.0,0.8187789999999999,0.084091,129.984,0.088281,0.000194,0.863814,1.0,4.0,240.4458,-7.35,0.219745,0.407145,0.592,0.683,0.756,0.99,"energetic,visceral,motivational",dance
10.0,0.8216249999999999,0.03955,104.818,0.114979,0.013222999999999999,0.00029,0.0,4.0,394.8,-8.678,0.386272,0.897266,0.157,0.278,0.892,1.0,funky,rap
5.0,0.366645,0.242947,79.015,0.454063,0.705711,0.0,1.0,4.0,478.26667,-11.18,0.34246699999999997,0.535794,0.5700000000000001,0.32,0.339,1.0,trippy,rock
2.0,0.49301000000000006,0.13368000000000002,164.957,0.031280999999999996,0.549748,0.023200000000000002,0.0,4.0,332.17333,-10.751,0.226322,0.453208,0.352,0.367,0.076,0.9590000000000001,mellow,jazz
11.0,0.465509,0.070121,113.989,0.141457,0.474301,0.9292229999999999,1.0,4.0,166.70667,-15.952,0.369651,0.5169279999999999,0.652,0.613,0.257,1.0,classy,jazz
4.0,0.5432009999999999,0.15320499999999998,119.975,0.048577999999999996,0.347192,0.671963,0.0,4.0,264.74798,-8.192,0.3335,0.509002,0.226,0.307,0.366,0.882,"spacey,nocturnal,lush",dance
11.0,0.702205,0.30633699999999997,128.008,0.063854,0.002384,0.839008,0.0,4.0,366.17333,-4.5809999999999995,0.39600199999999997,0.688078,0.0,0.137,0.896,1.0,"energetic,visceral",dance
6.0,0.450895,0.922264,75.006,0.061583,0.205641,1e-06,1.0,4.0,196.93333,-13.666,0.585989,0.599779,0.681,0.515,0.021,0.937,rowdy,rock
1.0,0.554512,0.11085099999999999,88.279,0.05892000000000001,0.270386,0.621174,1.0,4.0,627.81288,-11.231,0.629262,0.546983,0.505,0.46,0.156,0.927,"funky,classy,nocturnal",rap
7.0,0.476273,0.078142,139.773,0.05722000000000001,0.574321,0.00039299999999999996,0.0,4.0,288.29333,-7.4030000000000005,0.6209239999999999,0.505401,0.34800000000000003,0.246,0.257,0.973,mellow,jazz
7.0,0.944274,0.119333,139.997,0.08368,0.003355,0.557404,0.0,4.0,243.35365,-3.581,0.31958000000000003,0.5228849999999999,0.595,0.655,0.56,0.835,"aggressive,visceral",dance
5.0,0.479664,0.175556,128.022,0.041083,0.408904,0.0,0.0,3.0,147.65846,-12.957,0.5826,0.5310100000000001,0.28600000000000003,0.168,0.291,0.935,"classy,nocturnal",jazz
9.0,0.335781,0.086167,95.628,0.11759199999999999,0.023858999999999998,0.30241799999999996,0.0,4.0,216.68,-10.378,0.47822299999999995,0.811427,0.628,0.464,0.881,1.0,hypnotic,rap
11.0,0.6905089999999999,0.404807,88.87,0.385144,0.019199,0.774362,0.0,4.0,187.22667,-7.24,0.66346,0.636214,0.308,0.383,0.669,1.0,hypnotic,rap
5.0,0.5451469999999999,0.171085,77.511,0.103529,0.025665999999999998,1e-05,0.0,4.0,254.87673,-12.615,0.525421,0.6991269999999999,0.0,0.145,0.024,1.0,"warm,happy,sprightly",rock
5.0,0.49499099999999996,0.10113599999999999,135.187,0.045285,0.735597,0.752626,0.0,4.0,309.88,-15.764,0.356809,0.459122,0.61,0.641,0.454,0.993,lush,jazz
0.0,0.266,0.092767,123.012,0.22958399999999998,0.0023409999999999998,0.0027600000000000003,0.0,4.0,285.84095,-13.371,0.35223299999999996,0.960595,0.681,0.611,0.912,1.0,"hypnotic,visceral",dance
4.0,0.275015,0.158247,117.879,0.871725,0.41289299999999995,1e-06,1.0,4.0,53.48,-20.044,0.49682699999999996,0.626473,0.25,0.225,0.281,0.914,energetic,dance
4.0,0.90644,0.14368699999999998,101.15,0.119435,0.005039,0.001053,0.0,4.0,188.24,-5.299,0.615497,0.815205,0.034,0.0,0.653,1.0,funky,rap
7.0,0.855727,0.072071,127.017,0.12667699999999998,0.005359,0.588222,1.0,4.0,336.45778,-5.033,0.392374,0.774094,0.849,0.65,0.631,1.0,"energetic,visceral",dance
